Country,Year,GDP per Capita ($),Population,Education Spending(%),Healthcare Spending($),Literacy(%),Life Expectancy,Fertility Rate,Infant Mortality Rate,Unemployment(%),Youth Unemployment(%)
Georgia,2020,4301.0,3722716.0,12.07,355.0,0.0,73.0,1.971,8.5,11.73,30.78
Georgia,2021,5084.0,3708610.0,12.47,417.0,0.0,72.0,2.081,8.4,11.79,30.42
Georgia,2022,6730.0,3712502.0,12.17,484.0,99.58,72.0,2.063,8.3,11.66,30.31
Germany,2019,46805.0,83092962.0,9.73,5487.0,,81.0,1.54,3.2,3.14,5.76
Germany,2020,46749.0,83160871.0,9.3,5936.0,,81.0,1.53,3.1,3.86,7.12
Germany,2021,51427.0,83196078.0,9.07,6626.0,,81.0,1.58,3.1,3.64,7.03
Germany,2022,48718.0,83797985.0,9.19,6191.0,,81.0,1.455,3.0,3.14,5.96
Ghana,2019,2168.0,31522290.0,14.27,93.0,0.0,65.0,3.683,34.4,3.16,5.87
Ghana,2020,2177.0,32180401.0,13.63,87.0,80.38,64.0,3.623,33.4,3.29,6.21
Ghana,2021,2422.0,32833031.0,12.17,100.0,0.0,64.0,3.563,32.5,3.34,5.93
Ghana,2022,2218.0,33475870.0,13.18,0.0,0.0,64.0,3.507,31.6,3.08,5.51
Gibraltar,2019,,32685.0,7.37,,,82.0,1.863,,,
Gibraltar,2020,,32709.0,7.68,,,82.0,1.855,,,
Gibraltar,2021,,32669.0,7.62,,,79.0,1.848,,,
Gibraltar,2022,,32649.0,7.82,,,83.0,1.837,,,
Greece,2019,19144.0,10721582.0,8.36,1569.0,,82.0,1.34,3.5,17.05,34.72
Greece,2020,17617.0,10698599.0,7.54,1675.0,,81.0,1.39,3.4,15.9,33.71
Greece,2021,20311.0,10569207.0,7.11,1846.0,,80.0,1.43,3.4,14.66,35.29
Greece,2022,20867.0,10426919.0,0.0,0.0,,81.0,1.43,3.3,12.43,31.14
Greenland,2019,53309.0,56225.0,,,,72.0,2.08,,,
Greenland,2020,54693.0,56367.0,,,,72.0,2.019,,,
Greenland,2021,57116.0,56653.0,,,,72.0,1.82,,,
Greenland,2022,0.0,56661.0,,,,72.0,1.839,,,
Grenada,2019,9888.0,122724.0,0.0,488.0,,75.0,2.042,14.1,,
Grenada,2020,8438.0,123663.0,0.0,469.0,,75.0,2.023,14.3,,
Grenada,2021,9011.0,124610.0,10.06,505.0,,75.0,2.004,14.4,,
Grenada,2022,9762.0,125438.0,9.87,0.0,,75.0,1.986,14.4,,
Guam,2019,37687.0,168624.0,,,,78.0,2.623,,5.4,12.85
Guam,2020,34958.0,169231.0,,,,77.0,2.593,,6.23,14.81
Guam,2021,36556.0,170534.0,,,,77.0,2.569,,6.0,13.97
Guam,2022,40227.0,171774.0,,,,78.0,2.55,,5.53,13.05
Guatemala,2019,4648.0,16604026.0,18.54,279.0,0.0,73.0,2.61,20.8,2.19,4.47
Guatemala,2020,4610.0,16858333.0,19.05,289.0,0.0,72.0,2.484,20.1,2.95,5.12
Guatemala,2021,5029.0,17109746.0,19.55,341.0,0.0,69.0,2.395,19.4,2.17,3.81
Guatemala,2022,5473.0,17357886.0,0.0,0.0,84.27,69.0,2.354,18.8,3.05,6.29
Guinea,2019,1044.0,12877539.0,12.41,43.0,0.0,60.0,4.576,66.6,5.02,6.99
Guinea,2020,1074.0,13205153.0,14.29,42.0,0.0,59.0,4.489,65.2,5.99,8.27
Guinea,2021,1189.0,13531906.0,11.5,45.0,45.33,59.0,4.399,63.7,5.77,7.85
Guinea,2022,1515.0,13859341.0,11.95,0.0,0.0,59.0,4.303,62.2,5.33,7.29
Guinea-Bissau,2019,754.0,1970457.0,,54.0,0.0,61.0,4.172,53.1,3.22,4.07
Guinea-Bissau,2020,754.0,2015828.0,,68.0,0.0,60.0,4.094,51.5,3.61,4.61
Guinea-Bissau,2021,837.0,2060721.0,,69.0,0.0,60.0,4.005,50.1,3.63,4.47
Guinea-Bissau,2022,814.0,2105566.0,,0.0,53.9,60.0,3.925,48.6,3.2,4.05
Guyana,2019,6477.0,798753.0,0.0,318.0,0.0,69.0,2.44,24.4,13.53,27.02
Guyana,2020,6863.0,797202.0,0.0,378.0,0.0,68.0,2.418,23.7,15.7,31.34
Guyana,2021,9995.0,804567.0,0.0,471.0,0.0,66.0,2.397,23.0,14.93,29.58
Guyana,2022,18199.0,808726.0,0.0,0.0,90.03,66.0,2.369,22.3,12.42,25.67
Haiti,2019,1345.0,11160438.0,12.86,49.0,,64.0,2.919,47.8,14.13,35.31
Haiti,2020,1283.0,11306801.0,10.0,44.0,,64.0,2.869,46.4,15.56,39.27
Haiti,2021,1824.0,11447569.0,16.11,58.0,,63.0,2.814,45.1,15.25,37.69
Haiti,2022,1748.0,11584996.0,13.12,0.0,,64.0,2.773,44.0,14.72,36.84
Honduras,2019,2499.0,9958829.0,0.0,184.0,88.51,73.0,2.427,15.2,5.55,10.45
Honduras,2020,2307.0,10121763.0,0.0,213.0,0.0,71.0,2.394,14.7,10.68,16.91
Honduras,2021,2738.0,10278345.0,0.0,254.0,0.0,70.0,2.363,14.2,7.94,14.0
Honduras,2022,3012.0,10432860.0,0.0,0.0,0.0,71.0,2.34,13.8,7.04,11.8
Hong Kong,2019,48359.0,7507900.0,17.49,,,85.0,1.064,,2.92,8.53
Hong Kong,2020,46109.0,7481000.0,12.82,,,85.0,0.883,,5.81,15.53
Hong Kong,2021,49771.0,7413100.0,14.86,,,86.0,0.772,,5.17,12.79
Hong Kong,2022,48828.0,7346100.0,0.0,,,84.0,0.701,,4.32,11.03
Hungary,2019,16786.0,9771141.0,10.19,1054.0,0.0,76.0,1.55,3.4,3.42,11.38
Hungary,2020,16132.0,9750149.0,9.33,1173.0,0.0,76.0,1.59,3.4,4.25,12.74
Hungary,2021,18755.0,9709891.0,10.36,1382.0,99.1,74.0,1.61,3.3,4.05,13.46
Hungary,2022,18356.0,9643048.0,0.0,0.0,0.0,76.0,1.52,3.3,3.61,10.49
Iceland,2019,68452.0,360563.0,16.14,5865.0,,83.0,1.74,2.1,3.51,8.45
Iceland,2020,59024.0,366463.0,15.88,5652.0,,83.0,1.72,2.1,5.48,9.87
Iceland,2021,69252.0,372520.0,15.41,6716.0,,83.0,1.82,2.1,6.03,11.85
Iceland,2022,75135.0,382003.0,14.9,6400.0,,82.0,1.589,2.0,3.79,8.47
India,2019,2050.0,1383112050.0,15.0,61.0,0.0,71.0,2.109,29.7,6.51,22.87
India,2020,1916.0,1396387127.0,14.72,64.0,0.0,70.0,2.051,28.1,7.86,24.6
India,2021,2250.0,1407563842.0,14.65,74.0,0.0,67.0,2.031,26.8,6.38,20.86
India,2022,2366.0,1417173173.0,0.0,0.0,76.32,68.0,2.011,25.5,4.82,17.83
Indonesia,2019,4151.0,269582878.0,17.34,119.0,0.0,71.0,2.215,20.0,3.59,13.59
Indonesia,2020,3896.0,271857970.0,17.94,133.0,96.0,69.0,2.194,19.4,4.26,14.78
Indonesia,2021,4334.0,273753191.0,16.07,161.0,0.0,68.0,2.175,18.7,3.83,13.81
Indonesia,2022,4788.0,275501339.0,13.93,0.0,0.0,68.0,2.153,18.1,3.46,14.05
Iran,2019,3277.0,86564202.0,21.24,378.0,0.0,76.0,1.77,11.5,10.74,25.97
Iran,2020,2746.0,87290193.0,22.67,338.0,0.0,75.0,1.708,11.1,9.69,23.71
Iran,2021,4084.0,87923432.0,0.0,393.0,0.0,74.0,1.692,10.7,9.28,23.73
Iran,2022,4668.0,88550570.0,21.87,0.0,88.96,75.0,1.681,10.3,9.09,22.96
Iraq,2019,5621.0,41563520.0,,240.0,,72.0,3.604,21.8,14.14,29.59
Iraq,2020,4251.0,42556984.0,,245.0,,69.0,3.551,21.2,15.78,34.45
Iraq,2021,4817.0,43533592.0,,249.0,,70.0,3.496,20.6,16.17,35.62
Iraq,2022,6442.0,44496122.0,,0.0,,71.0,3.445,20.0,15.59,32.26
Ireland,2019,80848.0,4934340.0,13.21,5463.0,,83.0,1.71,2.9,4.95,12.46
Ireland,2020,85973.0,4985382.0,11.88,6098.0,,83.0,1.63,2.8,5.62,15.25
Ireland,2021,102002.0,5033164.0,12.02,6764.0,,82.0,1.78,2.8,6.19,14.47
Ireland,2022,103983.0,5127170.0,0.0,6349.0,,83.0,1.7,2.7,4.48,10.02
Isle Of Man,2019,87152.0,83933.0,,,,81.0,1.614,,,
Isle Of Man,2020,79531.0,84046.0,,,,81.0,1.569,,,
Isle Of Man,2021,94124.0,84263.0,,,,81.0,1.564,,,
Isle Of Man,2022,0.0,84519.0,,,,81.0,1.571,,,
Israel,2019,44452.0,9054000.0,18.11,3354.0,,83.0,3.01,2.9,3.73,6.53
Israel,2020,44847.0,9215100.0,15.69,3637.0,,83.0,2.9,2.8,4.17,7.65
Israel,2021,52130.0,9371400.0,18.43,4339.0,,83.0,3.0,2.8,4.81,7.65
Israel,2022,54931.0,9557500.0,0.0,0.0,,83.0,2.89,2.7,3.7,6.73
Italy,2019,33674.0,59729081.0,8.05,2911.0,99.35,83.0,1.27,2.6,9.95,29.18
Italy,2020,31923.0,59438851.0,7.49,3062.0,0.0,82.0,1.24,2.5,9.16,29.41
Italy,2021,36441.0,59133173.0,7.44,3350.0,0.0,83.0,1.25,2.3,9.5,29.69
Italy,2022,35069.0,58940425.0,0.0,3066.0,0.0,83.0,1.24,2.2,8.07,23.73
Jamaica,2019,5626.0,2813773.0,17.31,343.0,,72.0,1.37,16.1,4.99,16.05
Jamaica,2020,4897.0,2820436.0,0.0,324.0,,72.0,1.358,16.2,6.5,20.21
Jamaica,2021,5184.0,2827695.0,17.42,372.0,,71.0,1.352,16.2,5.19,17.16
Jamaica,2022,6047.0,2827377.0,16.93,0.0,,71.0,1.34,16.1,4.08,13.51
Japan,2019,40416.0,126633000.0,8.15,4463.0,,84.0,1.36,1.8,2.35,3.94
Japan,2020,40041.0,126261000.0,7.29,4436.0,,85.0,1.33,1.8,2.81,4.68
Japan,2021,40059.0,125681593.0,7.43,4347.0,,84.0,1.3,1.8,2.83,4.63
Japan,2022,34017.0,125124989.0,0.0,0.0,,84.0,1.26,1.7,2.6,4.41
Jordan,2019,4160.0,10698683.0,9.95,294.0,0.0,76.0,2.918,13.4,16.8,37.13
Jordan,2020,3999.0,10928721.0,0.0,285.0,0.0,75.0,2.873,13.0,19.21,42.36
Jordan,2021,4153.0,11148278.0,9.72,299.0,98.42,74.0,2.83,12.6,19.84,43.75
Jordan,2022,4311.0,11285869.0,9.58,0.0,0.0,74.0,2.786,12.2,18.2,41.27
Kazakhstan,2019,9813.0,18513673.0,18.96,270.0,0.0,73.0,2.9,9.1,4.8,3.79
Kazakhstan,2020,9122.0,18755666.0,20.16,338.0,99.8,71.0,3.13,9.0,4.89,3.77
Kazakhstan,2021,10271.0,19191356.0,24.09,403.0,0.0,70.0,3.32,8.9,5.56,4.19
Kazakhstan,2022,11484.0,19634983.0,0.0,0.0,0.0,74.0,3.05,8.7,4.86,3.82
Kenya,2019,1970.0,50951450.0,0.0,86.0,0.0,63.0,3.469,32.2,5.01,12.45
Kenya,2020,1936.0,51985780.0,17.92,87.0,0.0,63.0,3.397,31.8,5.62,13.31
Kenya,2021,2070.0,53005614.0,0.0,95.0,0.0,61.0,3.335,31.0,5.69,12.08
Kenya,2022,2099.0,54027487.0,0.0,0.0,82.88,62.0,3.296,30.5,5.81,12.43
Kiribati,2019,1746.0,124241.0,12.19,177.0,,67.0,3.368,46.1,,
Kiribati,2020,1763.0,126463.0,12.46,239.0,,67.0,3.333,45.5,,
Kiribati,2021,2244.0,128874.0,12.91,262.0,,67.0,3.304,44.8,,
Kiribati,2022,2061.0,131232.0,15.36,0.0,,68.0,3.271,43.9,,
Kosovo,2019,4416.0,1788878.0,,,,79.0,1.546,10.1,,
Kosovo,2020,4311.0,1790133.0,,,,77.0,1.529,9.6,,
Kosovo,2021,5271.0,1786038.0,,,,77.0,1.522,9.1,,
Kosovo,2022,5291.0,1768086.0,,,,80.0,1.51,8.7,,
Kuwait,2019,31230.0,4441100.0,,1644.0,0.0,80.0,2.159,7.5,2.24,15.25
Kuwait,2020,24656.0,4360444.0,,1542.0,96.46,77.0,2.14,7.5,3.54,18.98
Kuwait,2021,33358.0,4250114.0,,1861.0,0.0,79.0,2.11,7.5,3.0,18.0
Kuwait,2022,42824.0,4268873.0,,0.0,0.0,80.0,2.092,7.4,2.12,15.37
Kyrgyz Republic,2019,1452.0,6456200.0,20.07,63.0,99.6,72.0,3.3,16.3,4.25,8.92
Kyrgyz Republic,2020,1257.0,6579900.0,20.81,64.0,0.0,72.0,3.1,15.9,4.63,8.41
Kyrgyz Republic,2021,1366.0,6773400.0,19.71,73.0,0.0,72.0,2.89,15.6,4.1,8.22
Kyrgyz Republic,2022,1740.0,6974900.0,20.98,0.0,0.0,72.0,2.8,15.4,4.06,8.22
Lao PDR,2019,2599.0,7212053.0,11.62,68.0,0.0,68.0,2.571,36.0,2.53,4.48
Lao PDR,2020,2593.0,7319399.0,10.91,52.0,0.0,68.0,2.541,34.8,2.31,4.15
Lao PDR,2021,2536.0,7425057.0,10.76,69.0,0.0,68.0,2.496,33.7,2.0,3.27
Lao PDR,2022,2054.0,7529475.0,9.08,0.0,87.52,69.0,2.448,32.7,1.21,2.19
Latvia,2019,17883.0,1913822.0,15.02,1183.0,0.0,75.0,1.61,3.4,6.31,12.42
Latvia,2020,18096.0,1900449.0,13.7,1313.0,0.0,75.0,1.55,3.2,8.1,14.87
Latvia,2021,20930.0,1884490.0,12.65,1898.0,99.89,73.0,1.57,3.0,7.51,14.78
Latvia,2022,21508.0,1879383.0,0.0,0.0,0.0,75.0,1.47,2.8,6.82,15.27
Lebanon,2019,8925.0,5781907.0,8.14,782.0,0.0,79.0,2.13,12.6,11.3,23.31
Lebanon,2020,5600.0,5662923.0,9.9,522.0,0.0,78.0,2.103,13.3,13.24,26.74
Lebanon,2021,4136.0,5592631.0,0.0,307.0,0.0,75.0,2.091,14.1,12.62,25.35
Lebanon,2022,3824.0,5489739.0,0.0,0.0,0.0,74.0,2.08,14.9,11.6,23.78
Lesotho,2019,1074.0,2225702.0,13.83,130.0,0.0,54.0,3.094,60.7,16.88,25.1
Lesotho,2020,911.0,2254100.0,14.77,97.0,0.0,55.0,3.049,59.2,18.35,27.7
Lesotho,2021,1055.0,2281454.0,14.39,115.0,0.0,53.0,3.018,57.7,18.13,26.86
Lesotho,2022,993.0,2305825.0,12.39,0.0,82.01,53.0,2.98,56.4,16.67,25.06
Liberia,2019,666.0,4985289.0,13.72,52.0,,61.0,4.257,59.3,3.07,2.3
Liberia,2020,624.0,5087584.0,13.71,101.0,,61.0,4.174,57.8,4.09,2.84
Liberia,2021,676.0,5193416.0,7.37,112.0,,61.0,4.089,56.4,3.79,2.77
Liberia,2022,755.0,5302681.0,11.73,0.0,,61.0,4.016,54.9,2.99,2.28
Libya,2019,10973.0,6569088.0,,,,72.0,2.539,9.8,19.04,50.18
Libya,2020,9872.0,6653942.0,,,,72.0,2.507,9.5,19.54,52.6
Libya,2021,7095.0,6735277.0,,,,72.0,2.462,9.2,19.6,51.35
Libya,2022,8211.0,6812341.0,,,,72.0,2.402,8.9,19.32,50.6
Liechtenstein,2019,167259.0,38482.0,,,,84.0,1.48,,,
Liechtenstein,2020,165287.0,38756.0,,,,82.0,1.46,,,
Liechtenstein,2021,197505.0,39039.0,,,,84.0,1.53,,,
Liechtenstein,2022,187267.0,39327.0,,,,84.0,1.47,,,
Lithuania,2019,19616.0,2794137.0,13.28,1370.0,0.0,76.0,1.61,3.0,6.26,11.86
Lithuania,2020,20382.0,2794885.0,12.17,1520.0,0.0,75.0,1.48,2.9,8.49,19.56
Lithuania,2021,23850.0,2800839.0,12.74,1859.0,99.83,74.0,1.36,2.9,7.11,14.32
Lithuania,2022,25079.0,2831639.0,0.0,1868.0,0.0,76.0,1.27,2.9,5.96,11.92
Luxembourg,2019,112726.0,620001.0,11.18,6222.0,,83.0,1.34,2.3,5.6,17.01
Luxembourg,2020,116905.0,630419.0,10.66,6786.0,,82.0,1.36,2.3,6.77,23.24
Luxembourg,2021,133712.0,640064.0,11.0,7636.0,,83.0,1.38,2.2,5.25,16.97
Luxembourg,2022,125006.0,653103.0,10.74,6956.0,,83.0,1.31,2.2,4.59,17.65
Macao,2019,82999.0,663653.0,15.55,,0.0,85.0,1.077,,1.75,4.65
Macao,2020,37475.0,676283.0,12.3,,0.0,85.0,1.072,,2.57,7.69
Macao,2021,45105.0,686607.0,12.87,,97.11,85.0,1.088,,2.25,6.33
Macao,2022,35193.0,695168.0,0.0,,0.0,85.0,1.109,,2.48,7.34
Madagascar,2019,512.0,27533134.0,17.95,16.0,0.0,66.0,3.978,45.3,2.46,4.48
Madagascar,2020,462.0,28225177.0,15.34,17.0,0.0,65.0,3.918,45.4,3.25,5.77
Madagascar,2021,503.0,28915653.0,15.52,18.0,0.0,64.0,3.851,45.4,3.42,5.92
Madagascar,2022,517.0,29611714.0,13.85,0.0,77.48,65.0,3.791,45.1,3.19,5.65
Malawi,2019,587.0,18867337.0,0.0,42.0,0.0,64.0,4.072,32.9,4.95,6.7
Malawi,2020,621.0,19377061.0,0.0,43.0,0.0,64.0,3.995,31.8,5.68,7.68
Malawi,2021,633.0,19889742.0,0.0,47.0,0.0,63.0,3.917,30.9,5.59,7.38
Malawi,2022,643.0,20405317.0,0.0,0.0,68.08,63.0,3.849,30.1,5.05,6.77
Malaysia,2019,11132.0,32804020.0,19.14,427.0,,76.0,1.834,6.9,3.26,11.27
Malaysia,2020,10164.0,33199993.0,15.62,415.0,,76.0,1.818,6.8,4.54,12.61
Malaysia,2021,11135.0,33573874.0,20.46,487.0,,75.0,1.803,6.8,4.64,12.21
Malaysia,2022,11993.0,33938221.0,20.15,0.0,,76.0,1.787,6.7,3.93,12.55
Maldives,2019,11350.0,504508.0,12.06,852.0,0.0,80.0,1.736,6.0,4.56,13.93
Maldives,2020,7217.0,514438.0,10.51,826.0,0.0,80.0,1.712,5.5,5.4,16.37
Maldives,2021,10076.0,521457.0,10.03,1039.0,97.86,80.0,1.692,5.1,5.02,15.62
Maldives,2022,11781.0,523787.0,10.18,0.0,0.0,81.0,1.678,4.8,4.42,15.23
Mali,2019,840.0,20567424.0,15.36,32.0,0.0,60.0,6.103,64.2,2.41,4.18
Mali,2020,823.0,21224040.0,15.14,29.0,30.76,59.0,6.035,62.9,3.53,6.73
Mali,2021,882.0,21904983.0,16.22,40.0,0.0,59.0,5.956,61.4,2.29,3.67
Mali,2022,831.0,22593590.0,18.19,0.0,0.0,59.0,5.867,60.1,3.09,4.18
Malta,2019,31751.0,504062.0,14.08,2944.0,0.0,83.0,1.14,5.3,3.63,9.31
Malta,2020,29593.0,515332.0,12.54,3135.0,0.0,82.0,1.13,5.2,4.36,10.89
Malta,2021,34952.0,518536.0,12.66,3642.0,94.94,83.0,1.13,5.0,3.4,9.63
Malta,2022,34563.0,531113.0,0.0,0.0,0.0,83.0,1.15,4.9,2.93,8.41
Marshall Islands,2019,5187.0,44728.0,15.04,782.0,,65.0,2.824,26.3,,
Marshall Islands,2020,5546.0,43413.0,19.37,707.0,,65.0,2.777,25.5,,
Marshall Islands,2021,6130.0,42050.0,22.87,767.0,,65.0,2.729,24.7,,
Marshall Islands,2022,6225.0,41569.0,11.35,0.0,,65.0,2.672,24.0,,
Mauritania,2019,1801.0,4383849.0,10.23,61.0,0.0,66.0,4.521,33.9,10.42,23.41
Mauritania,2020,1836.0,4498604.0,9.73,63.0,0.0,65.0,4.455,33.0,11.01,25.27
Mauritania,2021,1998.0,4614974.0,9.1,89.0,66.96,64.0,4.398,32.2,11.07,24.65
Mauritania,2022,2057.0,4736139.0,10.44,0.0,0.0,65.0,4.342,31.4,10.6,23.93
Mauritius,2019,11403.0,1265985.0,14.49,671.0,0.0,74.0,1.4,14.0,6.33,22.08
Mauritius,2020,9011.0,1266014.0,12.53,569.0,0.0,74.0,1.44,14.1,8.63,24.76
Mauritius,2021,9069.0,1266334.0,11.67,565.0,92.15,74.0,1.41,13.9,7.72,24.83
Mauritius,2022,10240.0,1262523.0,12.19,0.0,0.0,74.0,1.32,13.4,6.32,21.76
Mexico,2019,10435.0,125085311.0,0.0,553.0,0.0,74.0,1.916,12.2,3.48,7.21
Mexico,2020,8896.0,125998302.0,16.2,539.0,95.25,70.0,1.905,11.8,4.44,8.1
Mexico,2021,10363.0,126705138.0,0.0,611.0,0.0,70.0,1.822,11.4,4.02,7.68
Mexico,2022,11477.0,127504125.0,0.0,0.0,0.0,75.0,1.803,11.0,3.26,6.51
Micronesia,2019,3537.0,111379.0,18.11,421.0,,71.0,2.801,22.5,,
Micronesia,2020,3318.0,112106.0,18.62,399.0,,71.0,2.754,21.7,,
Micronesia,2021,3447.0,113131.0,0.0,393.0,,71.0,2.711,21.1,,
Micronesia,2022,3767.0,114164.0,0.0,0.0,,71.0,2.669,20.5,,
Moldova,2019,4405.0,2664224.0,18.37,284.0,0.0,71.0,1.78,12.7,1.5,3.24
Moldova,2020,4376.0,2635130.0,17.17,307.0,0.0,70.0,1.77,12.5,1.21,4.01
Moldova,2021,5275.0,2595809.0,16.34,410.0,99.6,69.0,1.806,12.3,0.79,1.79
Moldova,2022,5715.0,2538894.0,15.8,0.0,0.0,69.0,1.8,12.2,0.91,2.82
Monaco,2019,199383.0,37034.0,5.03,7731.0,,,,2.5,,
Monaco,2020,182537.0,36922.0,0.0,7812.0,,,,2.5,,
Monaco,2021,235133.0,36686.0,5.87,8634.0,,,,2.4,,
Monaco,2022,240862.0,36469.0,4.8,0.0,,,,2.3,,
Mongolia,2019,4395.0,3232430.0,14.08,198.0,0.0,72.0,2.937,13.4,9.27,21.74
Mongolia,2020,4041.0,3294335.0,11.26,189.0,99.18,72.0,2.9,12.7,6.59,15.9
Mongolia,2021,4566.0,3347782.0,9.99,316.0,0.0,71.0,2.837,12.1,7.75,17.43
Mongolia,2022,5046.0,3398366.0,0.0,0.0,0.0,73.0,2.774,11.5,6.21,11.54
Montenegro,2019,8910.0,622028.0,,732.0,0.0,77.0,1.77,2.7,15.13,25.36
Montenegro,2020,7677.0,621306.0,,866.0,0.0,76.0,1.75,2.5,17.88,36.34
Montenegro,2021,9466.0,619211.0,,985.0,98.98,74.0,1.75,2.4,16.54,37.72
Montenegro,2022,10093.0,617213.0,,0.0,0.0,76.0,1.8,2.3,15.29,28.04
Morocco,2019,3499.0,36304408.0,21.47,177.0,0.0,74.0,2.382,16.7,9.21,22.6
Morocco,2020,3258.0,36688772.0,24.16,193.0,0.0,74.0,2.353,16.0,11.2,26.65
Morocco,2021,3768.0,37076584.0,23.76,221.0,0.0,74.0,2.328,15.4,10.54,25.01
Morocco,2022,3442.0,37457971.0,23.87,0.0,77.35,75.0,2.299,14.8,9.53,23.21
Mozambique,2019,512.0,30285595.0,19.03,40.0,0.0,61.0,4.783,52.6,3.63,7.63
Mozambique,2020,457.0,31178239.0,17.94,34.0,59.78,61.0,4.713,51.4,3.88,8.3
Mozambique,2021,504.0,32077072.0,18.76,45.0,0.0,59.0,4.644,50.0,3.98,8.22
Mozambique,2022,558.0,32969518.0,0.0,0.0,0.0,60.0,4.561,48.7,3.62,7.7
Myanmar,2019,1415.0,53040212.0,9.82,62.0,89.07,67.0,2.2,35.6,0.41,1.32
Myanmar,2020,1479.0,53423198.0,0.0,72.0,0.0,67.0,2.174,34.5,1.48,4.96
Myanmar,2021,1233.0,53798084.0,0.0,65.0,0.0,66.0,2.151,33.5,4.34,12.62
Myanmar,2022,1149.0,54179306.0,0.0,0.0,0.0,67.0,2.127,32.5,2.83,9.62
Namibia,2019,5126.0,2446644.0,25.27,432.0,0.0,63.0,3.404,30.5,19.95,38.25
Namibia,2020,4252.0,2489098.0,24.94,378.0,0.0,63.0,3.349,29.9,20.97,41.26
Namibia,2021,4902.0,2530151.0,25.14,456.0,92.25,59.0,3.303,29.3,20.88,40.1
Namibia,2022,4896.0,2567012.0,25.32,0.0,0.0,58.0,3.248,28.6,19.75,38.58
Nauru,2019,10317.0,12132.0,0.0,1159.0,,63.0,3.618,24.4,,
Nauru,2020,10125.0,12315.0,0.0,1318.0,,63.0,3.571,23.7,,
Nauru,2021,14019.0,12511.0,0.0,1530.0,,64.0,3.519,22.9,,
Nauru,2022,12143.0,12668.0,0.0,0.0,,64.0,3.463,22.3,,
Nepal,2019,1186.0,28832496.0,0.0,53.0,0.0,70.0,2.08,26.0,10.58,19.8
Nepal,2020,1139.0,29348627.0,11.46,58.0,0.0,69.0,2.055,24.9,13.16,23.82
Nepal,2021,1229.0,30034989.0,12.82,65.0,71.15,68.0,2.029,23.9,12.32,22.39
Nepal,2022,1348.0,30547580.0,0.0,0.0,0.0,70.0,2.008,23.0,10.92,20.54
Netherlands,2019,52476.0,17344874.0,11.83,5341.0,,82.0,1.57,3.4,3.38,6.74
Netherlands,2020,52163.0,17441500.0,10.94,5858.0,,81.0,1.54,3.4,3.82,9.13
Netherlands,2021,58728.0,17533044.0,11.02,6539.0,,81.0,1.62,3.4,4.21,9.57
Netherlands,2022,57025.0,17700982.0,0.0,0.0,,82.0,1.487,3.4,3.52,7.91
New Caledonia,2019,34935.0,271240.0,,,,80.0,2.1,,10.88,32.43
New Caledonia,2020,34878.0,271080.0,,,,81.0,2.05,,13.56,46.15
New Caledonia,2021,37247.0,270390.0,,,,79.0,2.05,,12.54,38.65
New Caledonia,2022,35746.0,269215.0,,,,81.0,2.02,,11.29,32.76
New Zealand,2019,42747.0,4979200.0,15.87,4086.0,,82.0,1.72,4.1,4.11,11.31
New Zealand,2020,41786.0,5090200.0,14.44,4223.0,,82.0,1.61,4.0,4.6,12.44
New Zealand,2021,49624.0,5111300.0,14.29,4906.0,,82.0,1.64,3.9,3.78,10.45
New Zealand,2022,48217.0,5117200.0,13.14,0.0,,83.0,1.66,3.9,3.3,9.31
Nicaragua,2019,1906.0,6663924.0,23.94,162.0,,74.0,2.377,14.4,5.47,10.04
Nicaragua,2020,1877.0,6755895.0,22.69,161.0,,72.0,2.349,14.0,6.17,11.27
Nicaragua,2021,2065.0,6850540.0,0.0,198.0,,74.0,2.321,13.5,6.06,10.95
Nicaragua,2022,2252.0,6948392.0,0.0,0.0,,75.0,2.284,13.1,4.98,9.66
Niger,2019,550.0,23443393.0,13.01,31.0,0.0,63.0,6.961,62.0,0.54,0.84
Niger,2020,565.0,24333639.0,13.33,35.0,0.0,61.0,6.892,61.6,0.62,0.94
Niger,2021,591.0,25252722.0,11.95,34.0,0.0,62.0,6.82,61.0,0.82,1.08
Niger,2022,589.0,26207977.0,12.37,0.0,38.1,62.0,6.749,60.3,0.55,0.85
Nigeria,2019,2334.0,203304492.0,,70.0,0.0,53.0,5.379,74.0,5.21,12.59
Nigeria,2020,2075.0,208327405.0,,70.0,0.0,53.0,5.309,72.3,5.71,12.55
Nigeria,2021,2066.0,213401323.0,,84.0,0.0,53.0,5.237,70.5,5.39,10.0
Nigeria,2022,2163.0,218541212.0,,0.0,0.0,54.0,5.143,68.5,3.83,6.81
North Korea,2019,,25755441.0,,,0.0,73.0,1.84,13.9,2.84,6.79
North Korea,2020,,25867467.0,,,0.0,73.0,1.818,13.3,3.03,7.74
North Korea,2021,,25971909.0,,,0.0,73.0,1.809,12.7,3.13,7.54
North Korea,2022,,26069416.0,,,0.0,74.0,1.793,13.6,2.97,6.99
North Macedonia,2019,6719.0,1876262.0,,421.0,,77.0,1.34,6.2,17.41,35.36
North Macedonia,2020,6660.0,1856124.0,,453.0,,74.0,1.31,5.3,16.58,35.58
North Macedonia,2021,7621.0,1837114.0,,560.0,,73.0,1.6,4.6,15.8,36.08
North Macedonia,2022,7486.0,1831712.0,,0.0,,74.0,1.6,4.1,14.48,32.46
